# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 4349020     
# File Date: 06/01/2026 18:30:14
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by https://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS	Extended Strong Numbers
#	WORD	Hebrew form	based on BDB, then normalised
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Part of speech / grammer
#	DEF		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
4537		מָסַךְ	ma.sakh	to mix	H:V	 to mix, mingle, produce by mixing 1a) (Qal) to pour, mix
4538		מֶ֫סֶךְ	me.sekh	mixture	H:N-M	mixture
4539		מָסָךְ	ma.sakh	covering	H:N-M	 covering, rag, screen 1a) covering 1b) screen (of the tabernacle)
4540		מְסֻכָֿה	me.suk.kah	covering	H:N-F	covering
4541A		מַסֵּכָה	mas.se.khah	liquid	H:N-F	 a pouring, libation, molten metal, cast image, drink offering 1a) libation (with covenant sacrifice) 1b) molten metal, molten image, molten gods
4541B		מַסֵּכָה	mas.se.khah	veil	H:N-F	web, covering, veil, woven stuff
4542		מִסְכֵּן	mis.ken	poor	H:A	poor, poor man
4543		מִסְכְּנוֹת	mis.ke.nah	storage	H:N-F	supply, storage, storage house, magazine
4544		מִסְכֵּנֻת	mis.ke.nut	poverty	H:N-F	poverty, scarcity
4545		מַסֶּ֫כֶת	mas.se.khet	weave	H:N-F	 web 1a) web of unfinished stuff on a loom
4546		מְסִלָּה	me.sil.lah	highway	H:N-F	highway, raised way, public road
4547		מַסְלוּל	mas.lul	highway	H:N-M	highway
4548		מַסְמֵר	mas.mer	nail	H:N-F	nail
4549		מָסַס	ma.sas	to melt	H:V	 to dissolve, melt 1a) (Qal) to waste away 1b) (Niphal) 1b1) to melt, vanish, drop off, melt away 1b2) to faint, grow fearful (fig.) 1b3) wasted, worthless (participle) 1c) (Hiphil) to cause to melt
4550		מַסַּע	mas.sa	journey	H:N-M	 a pulling up (of stakes), breaking camp, setting out, journey 1a) pulling up, breaking camp 1b) setting out 1c) station, stage, journey
4551A		מַסָּע	mas.sa	quarry	H:N-M	quarry, quarrying, breaking out (of stones)
4551B		מַסָּע	mas.sa	missile	H:N-M	missile, dart
4552		מִסְעָד	mis.ad	support	H:N-M	support, pillar
4553		מִסְפֵּד	mis.ped	mourning	H:N-M	wailing
4554		מִסְפּוֹא	mis.po	fodder	H:N-M	fodder, feed
4555		מִסְפָּחָה	mis.pa.chah	veil	H:N-F	long veil, veil (as spread out)
4556		מִסְפַּ֫חַת	mis.pa.chat	scab	H:N-F	eruption, scab
4557		מִסְפָּר	mis.par	number	H:N-M	 number, tale 1a) number 1a1) number 1a2) innumerable (with negative) 1a3) few, numerable (alone) 1a4) by count, in number, according to number (with prep) 1b) recounting, relation
4558		מִסְפָּר	mis.par	Mispar	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Ezr.2.2; also called Mispereth at Neh.7.7; Also named: <i>mis.pe.ret</i> (מִסְפֶּרֶת "Mispereth" <a href='/Strongs/strongs-h4559' onclick='return ABMM("/Strongs","/strongs-h4559");'>h4559</a>) § Mispar = "number" one of those who returned from exile with Zerubbabel 1a) also 'Mispereth'
4559	a Name of <a href='/Strongs/strongs-h4558' onclick='return ABMM("/Strongs","/strongs-h4558");'>h4558</a>	מִסְפֶּרֶת	mis.pe.ret	Mispereth	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Ezr.2.2; also called Mispereth at Neh.7.7; Another name of <i>mis.par</i> (מִסְפָּר "Mispar" <a href='/Strongs/strongs-h4558' onclick='return ABMM("/Strongs","/strongs-h4558");'>h4558</a>) § Mispereth = "number" one of those who returned from exile with Zerubbabel 1a) also 'Mispar'
4560		מָסַר	ma.sar	to commit	H:V	 to set apart, deliver up, offer 1a) (Qal) to set apart 1b) (Niphal) to be delivered over, be assigned to, be set apart
4561	a Spelling of <a href='/Strongs/strongs-h4148G' onclick='return ABMM("/Strongs","/strongs-h4148G");'>h4148G</a>	מֹסָר	mo.sar	discipline	H:N-M	discipline, correction Another spelling of <i>mu.sar</i> (מוּסָר ": discipline" <a href='/Strongs/strongs-h4148' onclick='return ABMM("/Strongs","/strongs-h4148");'>h4148</a>)
4562		מָסֹ֫רֶת	ma.so.ret	pledge	H:N-F	bond (of the covenant)
4563		מִסְתּוֹר	mis.tor	shelter	H:N-M	place of shelter
4564		מַסְתֵּר	mas.ter	hiding	H:N-M	(Hiphil) hiding, act of hiding, one who causes people to hide
4565		מִסְתָּר	mis.tar	hiding	H:N-M	 secret place, hiding place 1a) secret place 1b) hiding place 1b1) for protection 1b2) for perpetration of crime
4566		מַעְבָּד	ma.bad	work	H:N-M	work Aramaic equivalent: <i>ma.vad</i> (מַעֲבַד "work" <a href='/Strongs/strongs-h4567' onclick='return ABMM("/Strongs","/strongs-h4567");'>h4567</a>) § work
4567	in Aramaic of <a href='/Strongs/strongs-h4566' onclick='return ABMM("/Strongs","/strongs-h4566");'>h4566</a>	מַעֲבַד	ma.vad	work	A:N-M	1) work 2) (TWOT) action (of God in history)
4568		מַעֲבֶה	ma.a.veh	thickness	H:N-M	thickness, compactness
4569A	a Spelling of <a href='/Strongs/strongs-h4569B' onclick='return ABMM("/Strongs","/strongs-h4569B");'>h4569B</a>	מַעֲבָר	ma.a.var	ford	H:N-M	 ford, pass, passing 1a) ford 1b) pass 1c) passing, sweep
4569B		מַעֲבָרָה	ma.a.va.rah	ford	H:N-M	 ford, pass, passing 1a) ford 1b) pass 1c) passing, sweep Also means: <i>ma.a.var</i> (מַעֲבָר "ford" <a href='/Strongs/strongs-h4569A' onclick='return ABMM("/Strongs","/strongs-h4569A");'>h4569A</a>)
4570		מַעְגָּל	ma.gal	track	H:N-M	 entrenchment, track 1a) circumvallation, entrenchment 1b) track
4571		מָעַד	ma.ad	to slip	H:V	 to slip, slide, totter, shake 1a) (Qal) to slip 1b) (Hiphil) to cause or make to shake or totter
4572		מַעֲדַי	ma.a.day	Maadai	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Ezr.10.34 § Maadai = "ornament of Jehovah" an exile of the sons of Bani who put away a foreign wife in the time of Ezra
4573	a Name of <a href='/Strongs/strongs-h4590H' onclick='return ABMM("/Strongs","/strongs-h4590H");'>h4590H</a>	מַעֲדְיָה	ma.a.de.yah	Maadiah	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Neh.10.8; also called Maadiah at Neh.12.5; Moadiah at Neh.12.17; Another name of <i>ma.az.yah</i> (מַעַזְיָהוּ "Maaziah" <a href='/Strongs/strongs-h4590H' onclick='return ABMM("/Strongs","/strongs-h4590H");'>h4590H</a>) § Maadiah = "adorned of JAH" one of the priests who returned from exile with Zerubbabel
4574		מַעֲדָן	ma.a.dan	delicacy	H:N-M	dainty (food), delight
4575		מַעֲדַנּוֹת	ma.a.dan.nah	bond	H:N-F	bonds, bands
4576		מַעְדֵּר	ma.der	hoe	H:N-M	hoe
4577	in Aramaic of <a href='/Strongs/strongs-h4578' onclick='return ABMM("/Strongs","/strongs-h4578");'>h4578</a>	מְעָא	me.ah	belly	A:N-M	external belly, abdomen Aramaic of <i>me.eh</i> (מֵעֶה "belly" <a href='/Strongs/strongs-h4578' onclick='return ABMM("/Strongs","/strongs-h4578");'>h4578</a>)
4578		מֵעֶה	me.eh	belly	H:N-M	 internal organs, inward parts, bowels, intestines, belly 1a) inward parts 1b) digestive organs 1c) organs of procreation, womb 1d) place of emotions or distress or love (fig.) 1e) external belly Aramaic equivalent: <i>me.ah</i> (מְעָא "belly" <a href='/Strongs/strongs-h4577' onclick='return ABMM("/Strongs","/strongs-h4577");'>h4577</a>)
4579		מָעָה	me.ah	grain	H:N-F	grain (of sand)
4580		מָעוֹג	ma.og	bun	H:N-M	cake
4581		מָעוֹז	ma.oz	security	H:N-M	 place or means of safety, protection, refuge, stronghold 1a) place of safety, fastness, harbour, stronghold 1b) refuge (of God) (fig.) 1c) human protection (fig.)
4582		מָעוֹךְ	ma.okh	Maoch	N:N-M-P	A man living at the time of United Monarchy, first mentioned at 1Sa.27.2; father of: Achish (<a href='/Strongs/strongs-h397' onclick='return ABMM("/Strongs","/strongs-h397");'>h397</a>); also called Maacah (KJV: Maachah; NIV: Maakah) at 1Ki.2.39; Also named: <i>ma.a.khah</i> (מַעֲכָה "Maacah" <a href='/Strongs/strongs-h4601Q' onclick='return ABMM("/Strongs","/strongs-h4601Q");'>h4601Q</a>) § Maoch = "oppression" father of king Achish of Gath with whom David took refuge
4583		מָעוֹן	ma.on	habitation	H:N-M	 dwelling, habitation, refuge 1a) lair, refuge (of jackals) 1b) dwelling
4584G		מָעוֹן	ma.on	Maon	N:N--L	§ Maon or Maonites = "habitation" a city of Judah located 8 miles south of Hebron
4584H		מָעוֹן	ma.on	Maon	N:N-M-P	A man of the tribe of Judah living at the time of Divided Monarchy, first mentioned at 1Ch.2.45; son of: Shammai (<a href='/Strongs/strongs-h8060H' onclick='return ABMM("/Strongs","/strongs-h8060H");'>h8060H</a>) § Maon or Maonites = "habitation" 1) a man of Judah 2) the inhabitants of the city of Maon 3) a city of Judah located 8 miles south of Hebron
4585		מְעֹנָה	me.o.nah	habitation	H:N-F	 dwelling, habitation, refuge 1a) den, lair (of animals) 1b) dwelling-place (of God) (fig.)
4586G		מְעוּנִים	me.u.ni	Meunite	N:N--LG	People descended from Meunit of the Canaanites, first mentioned at 1Ch.4.41 Also named: <i>am.mo.ni</i> (עַמּוֹנִי "Meunite" <a href='/Strongs/strongs-h5984' onclick='return ABMM("/Strongs","/strongs-h5984");'>h5984</a>) § Mehunim or Meunim = "habitations" 1) a people who lived south of Canaan 2) a group of returning exiles, perhaps descendants of 1
4586H		מְעוּנִים	me.u.ni	Meunim	N:N--PG	People descended from Mehun, first mentioned at Ezr.2.50 § Mehunim or Meunim = "habitations" 1) a people who lived south of Canaan 2) a group of returning exiles, perhaps descendants of 1
4587		מְעוֹנֹתַי	me.o.no.tay	Meonothai	N:N-M-P	A man of the tribe of Judah living before Israel's Monarchy, only mentioned at 1Ch.4.14; son of: Othniel (<a href='/Strongs/strongs-h6274' onclick='return ABMM("/Strongs","/strongs-h6274");'>h6274</a>) whose wife was Achsah (<a href='/Strongs/strongs-h5915' onclick='return ABMM("/Strongs","/strongs-h5915");'>h5915</a>); brother of: Hathath (<a href='/Strongs/strongs-h2867' onclick='return ABMM("/Strongs","/strongs-h2867");'>h2867</a>); father of: Ophrah (<a href='/Strongs/strongs-h6084I' onclick='return ABMM("/Strongs","/strongs-h6084I");'>h6084I</a>) § Meonothai = "my habitations" a son of Othniel, the younger brother of Caleb
4588		מָעוּף	ma.uph	gloom	H:N-M	gloom
4589		מָעוֹר	ma.or	nakedness	H:N-M	nakedness, pudendum
4590G		מַעַזְיָהוּ	ma.az.yah	Maaziah	N:N-M-P	A man living at the time of Divided Monarchy, only mentioned at 1Ch.24.18 § Maaziah = "consolation of Jehovah" 1) a priest in charge of the 24th course in the time of David 2) a priest who signed the covenant with Nehemiah
4590H		מַעַזְיָהוּ	ma.az.yah	Maaziah	N:N-M-P	A man living at the time of Exile and Return, first mentioned at Neh.10.8; also called Maadiah at Neh.12.5; Moadiah at Neh.12.17; § Maaziah = "consolation of Jehovah" 1) a priest in charge of the 24th course in the time of David 2) a priest who signed the covenant with Nehemiah
4591		מָעַט	ma.at	to diminish	H:V	 to be or become small, be few, be diminished 1a) (Qal) 1a1) to diminish 1a2) to be too small 1b) (Piel) to become few 1c) (Hiphil) 1c1) to make small, make few, diminish 1c2) to give less
4592		מְעַט	me.at	little	H:N-M	 littleness, few, a little, fewness 1a) little, small, littleness, fewness, too little, yet a little 1b) like a little, within a little, almost, just, hardly, shortly, little worth
4593		מָעֹט	ma.ot	sharp	H:N	 wrapped, grasped 1a) meaning uncertain
4594		מַעֲטֶה	ma.a.teh	mantle	H:N-M	wrap, mantle
4595		מַעֲטָפָה	ma.a.ta.phah	overtunic	H:N-F	overtunic
4596		מְעִי	me.i	heap	H:N-M	ruin, heap
4597		מָעַי	ma.ay	Maai	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.12.36; son of: Jonathan (<a href='/Strongs/strongs-h3129K' onclick='return ABMM("/Strongs","/strongs-h3129K");'>h3129K</a>); brother of: Zechariah (<a href='/Strongs/strongs-h2148Z' onclick='return ABMM("/Strongs","/strongs-h2148Z");'>h2148Z</a>), Shemaiah (<a href='/Strongs/strongs-h8098V' onclick='return ABMM("/Strongs","/strongs-h8098V");'>h8098V</a>), Azarel (<a href='/Strongs/strongs-h5832J' onclick='return ABMM("/Strongs","/strongs-h5832J");'>h5832J</a>), Milalai (<a href='/Strongs/strongs-h4450' onclick='return ABMM("/Strongs","/strongs-h4450");'>h4450</a>), Gilalai (<a href='/Strongs/strongs-h1562' onclick='return ABMM("/Strongs","/strongs-h1562");'>h1562</a>), Nethanel (<a href='/Strongs/strongs-h5417P' onclick='return ABMM("/Strongs","/strongs-h5417P");'>h5417P</a>), Judah (<a href='/Strongs/strongs-h3063K' onclick='return ABMM("/Strongs","/strongs-h3063K");'>h3063K</a>) and Hanani (<a href='/Strongs/strongs-h2607K' onclick='return ABMM("/Strongs","/strongs-h2607K");'>h2607K</a>) § Maai = "compassionate" one of the sons of Asaph who took part in the musical service at the dedication of the wall of Jerusalem
4598		מְעִיל	me.il	robe	H:N-M	 robe 1a) a garment worn over a tunic by men of rank 1b) a long garment worn by David's daughters 1c) a garment of the high priest 1d) (fig.) of attributes
4599		מַעְיָן	ma.yan	spring	H:N-M	spring
4600		מָעַךְ	ma.akh	to bruise	H:V	 to press, squeeze 1a) (Qal) to be crushed 1b) (Pual) to be handled, be pressed
4601G		מַעֲכָה	ma.a.khah	Maacah	N:N-M-P	A man living at the time of the Patriarchs, only mentioned at Gen.22.24; son of: Nahor (<a href='/Strongs/strongs-h5152H' onclick='return ABMM("/Strongs","/strongs-h5152H");'>h5152H</a>) and Reumah (<a href='/Strongs/strongs-h7208' onclick='return ABMM("/Strongs","/strongs-h7208");'>h7208</a>); brother of: Tebah (<a href='/Strongs/strongs-h2875' onclick='return ABMM("/Strongs","/strongs-h2875");'>h2875</a>), Gaham (<a href='/Strongs/strongs-h1514' onclick='return ABMM("/Strongs","/strongs-h1514");'>h1514</a>) and Tahash (<a href='/Strongs/strongs-h8477' onclick='return ABMM("/Strongs","/strongs-h8477");'>h8477</a>); half-brother of: Uz (<a href='/Strongs/strongs-h5780H' onclick='return ABMM("/Strongs","/strongs-h5780H");'>h5780H</a>), Buz (<a href='/Strongs/strongs-h938' onclick='return ABMM("/Strongs","/strongs-h938");'>h938</a>), Kemuel (<a href='/Strongs/strongs-h7055' onclick='return ABMM("/Strongs","/strongs-h7055");'>h7055</a>), Chesed (<a href='/Strongs/strongs-h3777' onclick='return ABMM("/Strongs","/strongs-h3777");'>h3777</a>), Hazo (<a href='/Strongs/strongs-h2375' onclick='return ABMM("/Strongs","/strongs-h2375");'>h2375</a>), Pildash (<a href='/Strongs/strongs-h6394' onclick='return ABMM("/Strongs","/strongs-h6394");'>h6394</a>), Jidlaph (<a href='/Strongs/strongs-h3044' onclick='return ABMM("/Strongs","/strongs-h3044");'>h3044</a>) and Bethuel (<a href='/Strongs/strongs-h1328A' onclick='return ABMM("/Strongs","/strongs-h1328A");'>h1328A</a>) § Maachah = "oppression" son of Nahor by concubine Reumah
4601H	a Part of <a href='/Strongs/strongs-h758K' onclick='return ABMM("/Strongs","/strongs-h758K");'>h758K</a>	מַעֲכָה	ma.a.khah	(Aram)-maacah	N:N--L	Combined with <i>a.ram</i> (אֲרָם "Aram" <a href='/Strongs/strongs-h758K' onclick='return ABMM("/Strongs","/strongs-h758K");'>h758K</a>) § Maachah = "oppression" a mercenary people hired to fight David
4601I		מַעֲכָה	ma.a.khah	Maacah	N:N-F-P	A woman living at the time of United Monarchy, first mentioned at 2Sa.3.3; daughter of: Talmai (<a href='/Strongs/strongs-h8526H' onclick='return ABMM("/Strongs","/strongs-h8526H");'>h8526H</a>); married to David (<a href='/Strongs/strongs-h1732' onclick='return ABMM("/Strongs","/strongs-h1732");'>h1732</a>); mother of: Absalom (<a href='/Strongs/strongs-h53' onclick='return ABMM("/Strongs","/strongs-h53");'>h53</a>) § Maachah = "oppression" daughter of king Talmai of Geshur, wife or David, and mother of Absalom
4601K		מַעֲכָה	ma.a.khah	Maacah	N:N-F-P	A woman of the tribe of Judah living at the time of United Monarchy, first mentioned at 1Ki.15.2; daughter of: Uriel (<a href='/Strongs/strongs-h222I' onclick='return ABMM("/Strongs","/strongs-h222I");'>h222I</a>) and Tamar (<a href='/Strongs/strongs-h8559I' onclick='return ABMM("/Strongs","/strongs-h8559I");'>h8559I</a>); married to Rehoboam (<a href='/Strongs/strongs-h7346' onclick='return ABMM("/Strongs","/strongs-h7346");'>h7346</a>); mother of: Abijah (<a href='/Strongs/strongs-h29I' onclick='return ABMM("/Strongs","/strongs-h29I");'>h29I</a>), Attai (<a href='/Strongs/strongs-h6262I' onclick='return ABMM("/Strongs","/strongs-h6262I");'>h6262I</a>), Ziza (<a href='/Strongs/strongs-h2124H' onclick='return ABMM("/Strongs","/strongs-h2124H");'>h2124H</a>) and Shelomith (<a href='/Strongs/strongs-h8019G' onclick='return ABMM("/Strongs","/strongs-h8019G");'>h8019G</a>); also called Micaiah (KJV: Michaiah) at 2Ch.13.2; § Maachah = "oppression" daughter of Absalom, wife of king Rehoboam of Judah, and mother of king Abijam of Judah
4601L		מַעֲכָה	ma.a.khah	Maacah	N:N-F-P	A womanof the tribe of Judah living at the time of Divided Monarchy, only mentioned at 1Ch.2.48; married to Caleb (<a href='/Strongs/strongs-h3612H' onclick='return ABMM("/Strongs","/strongs-h3612H");'>h3612H</a>); mother of: Sheber (<a href='/Strongs/strongs-h7669' onclick='return ABMM("/Strongs","/strongs-h7669");'>h7669</a>), Tirhanah (<a href='/Strongs/strongs-h8647' onclick='return ABMM("/Strongs","/strongs-h8647");'>h8647</a>), Shaaph (<a href='/Strongs/strongs-h8174H' onclick='return ABMM("/Strongs","/strongs-h8174H");'>h8174H</a>), Sheva (<a href='/Strongs/strongs-h7724' onclick='return ABMM("/Strongs","/strongs-h7724");'>h7724</a>) § Maachah = "oppression" concubine of Caleb the son of Hezron
4601M		מַעֲכָה	ma.a.khah	Maacah	N:N-F-P	A woman of the tribe of Manasseh living at the time of Egypt and Wilderness, first mentioned at 1Ch.7.15; daughter of: Ir (<a href='/Strongs/strongs-h5893G' onclick='return ABMM("/Strongs","/strongs-h5893G");'>h5893G</a>); sister of: Shuppim (<a href='/Strongs/strongs-h8206G' onclick='return ABMM("/Strongs","/strongs-h8206G");'>h8206G</a>) and Huppim (<a href='/Strongs/strongs-h2650G' onclick='return ABMM("/Strongs","/strongs-h2650G");'>h2650G</a>); married to Machir (<a href='/Strongs/strongs-h4353G' onclick='return ABMM("/Strongs","/strongs-h4353G");'>h4353G</a>); mother of: Peresh (<a href='/Strongs/strongs-h6570' onclick='return ABMM("/Strongs","/strongs-h6570");'>h6570</a>), Sheresh (<a href='/Strongs/strongs-h8329' onclick='return ABMM("/Strongs","/strongs-h8329");'>h8329</a>) § Maachah = "oppression" wife of Machir of the tribe of Manasseh
4601N		מַעֲכָה	ma.a.khah	Maacah	N:N-F-P	A woman of the tribe of Benjamin living at the time of United Monarchy, first mentioned at 1Ch.8.29; married to Abiel (<a href='/Strongs/strongs-h22G' onclick='return ABMM("/Strongs","/strongs-h22G");'>h22G</a>); mother of: Kish (<a href='/Strongs/strongs-h7027G' onclick='return ABMM("/Strongs","/strongs-h7027G");'>h7027G</a>), Ner (<a href='/Strongs/strongs-h5369G' onclick='return ABMM("/Strongs","/strongs-h5369G");'>h5369G</a>), Abdon (<a href='/Strongs/strongs-h5658J' onclick='return ABMM("/Strongs","/strongs-h5658J");'>h5658J</a>), Zur (<a href='/Strongs/strongs-h6698I' onclick='return ABMM("/Strongs","/strongs-h6698I");'>h6698I</a>), Baal (<a href='/Strongs/strongs-h1168B' onclick='return ABMM("/Strongs","/strongs-h1168B");'>h1168B</a>), Nadab (<a href='/Strongs/strongs-h5070J' onclick='return ABMM("/Strongs","/strongs-h5070J");'>h5070J</a>), Gedor (<a href='/Strongs/strongs-h1446I' onclick='return ABMM("/Strongs","/strongs-h1446I");'>h1446I</a>), Ahio (<a href='/Strongs/strongs-h283I' onclick='return ABMM("/Strongs","/strongs-h283I");'>h283I</a>), Zecher (<a href='/Strongs/strongs-h2144' onclick='return ABMM("/Strongs","/strongs-h2144");'>h2144</a>), Mikloth (<a href='/Strongs/strongs-h4732G' onclick='return ABMM("/Strongs","/strongs-h4732G");'>h4732G</a>) § Maachah = "oppression"
