# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 3873620     
# File Date: 06/01/2026 18:32:53
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS	Strong's number with extensions
#	WORD	Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#	STRONGU	Unified Strong's entry and explanation
#	DEF		Definition, lexical entry.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
6174		αἰτιάομαι	aitiaomai	to blame	G:V	1. <b>to charge, accuse, censure, blame </b>, with <i>accusative</i> pers, τάχα κεν καὶ ἀναίτιον αἰτιόωιτο (Iliad by Homer); αἰτ. τινά τινος <b>to accuse </b> of a thing, (Herdotus Historicus), etc;with <i>infinitive</i>, αἰτ. τινα ποιεῖν τι <b>to accuse </b> one of doing, (Herdotus Historicus);in this <i>signification</i>, certain tenses are used in <i>passive</i> sense, <b>to be accused </b>, aor1 ἠιτιάθην (Thucydides); <i>perfect</i> ἠιτίαμαι (Thucydides) 2. with <i>accusative</i> rei, <b>to lay to </b> one's <b>charge, impute </b>, τοῦτο αἰτ. (Xenophon Historicus); ταῦτα (Demosthenes Orator); with <i>double</i> <i>accusative</i>, τί ταῦτα τοὺς Λάκωνας αἰτιώμεθαa (Aristophanes Comicus) 3. <b>to allege as the cause </b>, αἰτ. τινα αἴτιον (Plato Philosophus); φωνάς τε καὶ ἄλλα μυρία αἰτ. (Plato Philosophus); τῆς ἱερᾶς χώρας ἠιτιᾶτο εἶναι <b>he alleged </b> that it was part of the sacred territory, (Demosthenes Orator) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6175		αἰτίωμα	aitiōma	accusation		accusation
6176		αἰχμαλωτίς	aichmalōtis	a captive	G:N-F	a captive
6177		ἀκακία	akakia	innocence	G:N-F	<b>guilelessness </b>, (Demosthenes Orator), etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6178		ἄκαν	akan	a thorn	N:N	a thorn
6179		ἀκάρδιος	akardios	heartless	G:A	heartless
6180		ἀκατάποτος	akatapotos	impotable	G:A	impotable
6181		ἀκατασκεύαστος	akataskeuastos	unready	G:A	unready
6182		ἀκατέργαστος	akatergastos	unfinished	G:A	unfinished
6183		ἄκαυστος	akaustos	inextinguishable	G:A	inextinguishable
6184		ἀκηδία	akēdia	indifference	G:N-F	indifference
6185		ἀκηδιάω	akēdiaō	be discouraged	G:V	be discouraged
6186		ἀκιδωτός	akidōtos	pointed	G:N-N	pointed
6187		ἀκίνητος	akinētos	fixed	G:A	1. <b>unmoved, motionless </b>, of Delos, (Oracle quoted in Herdotus Historicus); ἐξ ἀκινήτου ποδός without stirring a step, (Sophocles Tragicus) 2. <b>idle, sluggish </b>, (Aristophanes Comicus) 3. <b>unmoved, unaltered </b>, of laws, (Thucydides), etc. 4. <b>immovable, hard to move </b>, (Plato Philosophus);<i>adverb</i>, ἀκινήτως ἔχειν to be <b>immovable </b>, (Plato Philosophus), etc. 5. <b>not to be stirred </b> or <b>touched, inviolate </b>, Lat. <i>non movendus</i>, τάφος (Herdotus Historicus): <i>proverbial</i> of sacred things, κινεῖν τὰ ἀκίνητα (Herdotus Historicus); also τἀκίνητα φράσαι (Sophocles Tragicus) 6. of persons, <b>not to be shaken, steadfast, stubborn </b>, (Sophocles Tragicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6188		ἀκίς	akis	a point	G:N-F	1. <b>a point, the barb </b> of an arrow or hook, (Plutarch) 2. <i>metaphorically</i>, πόθων ἀκίδες <b>the stings </b> of desire, [<i>variant</i> dates Anthology Palantina (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6189		ἄκλητος	aklētos	uncalled	G:A	<b>uncalled, unbidden </b>, (Aeschulus Tragicus), etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6190		ἀκμή	akmē	at this moment		1. <b>a point, edge </b>: <i>proverbial</i>, ἐπὶ ξυροῦ ἀκμῆς on the rasor's <b>edge </b> (see. ξυρόν); ἀμφιδέξιοι ἀκμαί <b>the fingers </b> of both hands, (Sophocles Tragicus); ποδοῖν ἀκμαί the toes, (Sophocles Tragicus) 2. <b>the highest point </b> of anything, <b>the bloom, flower, prime </b>, of man's age, Lat. <i>flos aetatis</i>, ἀκμὴ ἥβης (Sophocles Tragicus); ἀκμὴ βίου (Xenophon Historicus); ἐν ἀκμῆι εἶναι = ἀκμάζειν, (Plato Philosophus); ἀκμὴν ἔχειν, of corn, to be ripe, (Thucydides); also of time, ἀ. ἦρος the spring- <b>prime </b>, (Pindar); ἀ. θέρους <b>mid </b>-summer, (Xenophon Historicus); ἀ. τῆς δόξης (Thucydides); <i>periphrastic</i> like βία, ἀκμὴ Θησειδᾶν (Sophocles Tragicus) 3. like καιρός, <b>the best, most fitting time </b>, [<i>variant</i> dates Tragica Adespota; ἔργων, λόγων ἀκμή <b>the time </b> for doing, speaking, (Sophocles Tragicus); ἀκμή ἐστι, with <i>infinitive</i>, 'tis <b>high time </b> to do, (Aeschulus Tragicus); ἐπ᾽ ἀκμῆς εἶναι, with <i>infinitive</i>, to be on <b>the point </b> of doing, (Euripides); ἐπ᾽ αὐτὴν ἥκει τὴν ἀκμήν 'tis come to <b>the critical time </b>, (Demosthenes Orator) 4. ἀκμήν, <i>accusative</i> of ἀκμή, used as <i>adverb</i>, <b>just </b>, (Xenophon Historicus) 5. <b>yet, still </b>, (Theocritus Poeta Bucolicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6191		ἄκμων	akmōn	anvil	G:N-M	1. originally probably <b>a thunderbolt </b>, ἄκμων οὐρανόθεν κατιών (Hesiod) 2. <b>an anvil </b>, (Homer), etc: <i>metaphorically</i>, λόγχης ἄκμονες <b>very anvils </b> to bear blows, (Aeschulus Tragicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6192		ἀκόλαστος	akolastos	unrestrained	G:A	1. Lat. <i>non castigatus</i>, unchastised, undisciplined, unbridled, (Herdotus Historicus), attic, etc. 2. <b>licentious, intemperate </b>, opposite to σώφρων, (Sophocles Tragicus), etc; so in <i>adverb</i>, ἀκολάστως ἔχειν (Plato Philosophus); <i>comparative</i>, ἀκολαστοτέρως ἔχειν πρός τι to be <b>too intemperate </b> in a thing, (Xenophon Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6193		ἀκονάω	akonaō	to sharpen	G:V	<b>to sharpen, whet </b>, μαχαίρας (Aristophanes Comicus); λόγχην (Xenophon Historicus);Mid, ἀκονᾶσθαι μαχαίρας <b>to sharpen their </b> swords, (Aristophanes Comicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6194		ἀκοντίζω	akontizō	to shoot	G:V	1. <b>to hurl a javelin </b>, τινός at one, (Iliad by Homer); ἐπί τινι (Iliad by Homer);the weapon is put in <i>dative</i>, ἀκόντισε δουρί <b>darted with </b> his spear, (Iliad by Homer); also in <i>accusative</i>, ἀκόντισαν ὀξέα δοῦρα <b>darted </b> their spears, (Odyssey by Homer) 2. with <i>accusative</i> pers. <b>to hit with a javelin </b>, (Herdotus Historicus), etc; Pass. <b>to be so hit </b> or <b>wounded </b>, (Euripides) 3. <b>to shoot forth rays </b>, of the moon, (Euripides) 4. <i>intransitive</i> <b>to pierce </b>, εἴσω γῆς (Euripides) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6195		ἀκοντιστής	akontistēs	a shooter	G:N-M	<b>a darter, javelin-man </b>, (Homer), etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6196		ἄκοσμος	akosmos	unbecoming	G:A	1. <b>without order, disorderly </b>, (Aeschulus Tragicus);in (Homer) of Thersites' words, <b>disorderly </b>; <i>adverb</i> -μως, (Herdotus Historicus), etc. 2. κόσμος ἄκοσμος, a world that <b>is no world </b>, [<i>variant</i> dates Anthology Palantina; also of an <b>inappropriate </b> ornament, [<i>variant</i> dates Anthology Palantina (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6197		ἀκουσιάζομαι	akousiazomai	to act unintentionally	G:V	to act unintentionally
6198		ἀκούσιος	akousios	unintentional	G:A	unintentional
6199		ἀκουσίως	akousiōs	unintentionally	G:A	unintentionally
6200		ἀκουστός	akoustos	audible	G:A	1. <b>heard, audible </b>, (Homeric Hymns), etc. 2. <b>that should be heard </b>, (Sophocles Tragicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6201		ἀκουτίζω	akoutizō	to cause to hear	G:V	to cause to hear
6202G		ἄκρα	akra	Akra		1. <b>a headland, foreland, cape </b>, (Homer), etc. 2. <b>a mountain-top, summit </b>: used by (Homer) only in the phrase κατ᾽ ἄκρης <b>from top to bottom </b>, i. e. <b>utterly </b>, πόλιν αἱρέειν κατ᾽ ἄκρης (Herdotus Historicus); so in attic, κατ᾽ ἄκρας <b>utterly </b>, [<i>variant</i> dates Tragica Adespota, (Plato Philosophus) 3. <b>the citadel </b> of a city, Lat. <i>arx</i>, (Xenophon Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6202H		ἄκρα	akra	Akra		1. <b>a headland, foreland, cape </b>, (Homer), etc. 2. <b>a mountain-top, summit </b>: used by (Homer) only in the phrase κατ᾽ ἄκρης <b>from top to bottom </b>, i. e. <b>utterly </b>, πόλιν αἱρέειν κατ᾽ ἄκρης (Herdotus Historicus); so in attic, κατ᾽ ἄκρας <b>utterly </b>, [<i>variant</i> dates Tragica Adespota, (Plato Philosophus) 3. <b>the citadel </b> of a city, Lat. <i>arx</i>, (Xenophon Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6202I		ἄκρα	akra	tip		1. <b>a headland, foreland, cape </b>, (Homer), etc. 2. <b>a mountain-top, summit </b>: used by (Homer) only in the phrase κατ᾽ ἄκρης <b>from top to bottom </b>, i. e. <b>utterly </b>, πόλιν αἱρέειν κατ᾽ ἄκρης (Herdotus Historicus); so in attic, κατ᾽ ἄκρας <b>utterly </b>, [<i>variant</i> dates Tragica Adespota, (Plato Philosophus) 3. <b>the citadel </b> of a city, Lat. <i>arx</i>, (Xenophon Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6203		ἀκριβασμός	akribasmos	restriction	G:N-M	restriction
6204		ἀκροάομαι	akroaomai	to hear	G:V	1. <b>to hearken to, listen to </b>, with <i>genitive</i> pers, <i>accusative</i> rei, (Thucydides), etc; with <i>genitive</i> rei, (Thucydides) 2. <i>absolute</i> <b>to listen </b>, ὁ ἀκροώμενος <b>a hearer, disciple </b>, (Plato Philosophus) 3. <b>to attend to, obey </b>, τινός (Thucydides), etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6205		ἀκρόασις	akroasis	a hearing	G:N-F	1. <b>a hearing </b> or <b>listening </b>, (Thucydides), etc. 2. <b>obedience to </b> another, with <i>genitive</i>, (Thucydides) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6206		ἀκρόβυστος	akrobustos	uncircumcised		uncircumcised
6207		ἀκρόδρυα	akrodrua	a fruit tree	G:N-N	1. <b>fruit-trees </b>, (Xenophon Historicus) 2. <b>fruits </b>, (Aristotle Philosopher) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6208		ἄκρος	akros	a toe/thumb/tip		1. <b>at the furthest point </b>, and so either <b>topmost </b> = Lat. <i>summus</i>, or <b>outermost </b> = Lat. <i>extremus</i>: 2. <b>highest, topmost </b>, ἐν ἄκρηι πόλει = ἐν ἀκροπόλει, (Iliad by Homer); μέλαν ὕδωρ ἄκρον <b>at its surface </b>, (Iliad by Homer), etc. 3. <b>outermost </b>, ἄκρη χείρ, ἄκροι πόδες, ἄκρος ὦμος <b>the end </b> of the hand, <b>ends </b> of the feet, <b>tip </b> of the shoulder, (Iliad by Homer); ἐπ᾽ ἄκρων [δακτύλων] <b>on tiptoe </b>, (Sophocles Tragicus); ἄκροισι λαίφους κρασπέδοις <b>with the outermost </b> edges of the sail, i. e. under <b>close-reefed </b> sails, (Euripides) 4. of Time, it denotes <b>completeness </b>, ἄκραι σὺν ἑσπέραι when eve <b>was fully come </b>, (Pindar); ἄκρας νυκτός at <b>dead </b> of night, (Sophocles Tragicus) 5. of Degree, <b>the highest </b> in its kind, <b>exceeding good, consummate, excellent </b>: of persons, (Herdotus Historicus), etc; ἄκρος μάντις (Sophocles Tragicus);often with an <i>accusative</i> modi added, ψυχὴν οὐκ ἄκρος not <b>strong </b> in mind, (Herdotus Historicus); ἄκροι τὰ πολέμια, <b>skilful </b> in war, (Herdotus Historicus), etc; also with <i>genitive</i> modi, οἱ ἄκροι τῆς ποιήσεως (Plato Philosophus); also, ἄκρος εἰς or περί τι (Plato Philosophus) 6. as <i>Substantive</i>, see. ἄκρα, ἄκρον. 7. <i>neuter</i> as <i>adverb</i> <b>on the top </b> or <b>surface </b>, <b>just </b>, ἄκρον ἐπὶ ῥηγμῖνος <b>on the very </b> edge of the surf, il. 8. <b>exceedingly </b>, (Theocritus Poeta Bucolicus) 9. <b>utterly, completely </b>, (Plato Philosophus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6209		ἀκρότομος	akrotomos	chiseled	G:A	<b>cut off sharp, abrupt </b>, (Polybius Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6210		ἀκρωτήριον	akrōtērion	an extremity	G:N-N	1. <b>any prominent part </b>, ἀκρ. τοῦ οὔρεος a mountain- <b>peak </b>, (Herdotus Historicus) 2. <b>a cape, promontory </b>, (Herdotus Historicus) 3. <b>the extremity </b> of anything, ἀκρ. νηός a ship's <b>beak </b>, (Herdotus Historicus) 4. in <i>plural</i> <b>the extremities of the body, hands and feet, fingers and toes </b>, (Thucydides), etc; τὰ ἀκρ. τῆς Νίκης her <b>wings </b>, (Demosthenes Orator) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6211		ἄκυρος	akuros	void	G:A	1. <b>without authority </b>: 2. of laws and contracts, <b>invalid </b>, ἄκυρον ποιεῖν, Lat. <i>irritum facere</i>, to set aside, and ἄκυρον γίγνεσθαι, to become <b>of no force </b>, to be set aside, (Plato Philosophus); νόμοις ἀκύροις χρωμένη, i. e. having laws, but not enforcing them, (Thucydides) 3. of persons, <b>having no right </b> or <b>power </b>, ἄκ. ποιεῖν τινά (Xenophon Historicus); with <i>genitive</i>, ἄκυροι πάντων γενήσεσθε (Demosthenes Orator) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6212		ἀλαζονεύομαι	alazoneuomai	to act ostentatiously	G:V	<b>to make false pretensions </b>, of the Sophists, (Xenophon Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6213		ἀλάλαγμα	alalagma	a price	G:N-N	1. = ἀλαλαγή, <b>a shouting </b>. 2. <b>a loud noise </b>, τυμπάνων, αὐλοῦ (Euripides) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6214		ἀλαλαγμός	alalagmos	a shout	G:N-M	a shout
6215		ἀλάομαι	alaomai	be a runaway		1. <b>to wander, stray </b> or <b>roam about </b>, (Homer), etc: <b>to wander from home, be banished </b>, (Sophocles Tragicus); with <i>accusative</i> loci, ἀλ. γῆν <b>to wander over </b> the land, (Sophocles Tragicus) 2. with <i>genitive</i> <b>to wander away from, cease to enjoy </b>, εὐφροσύνας (Pindar); τῆς πάροιθ᾽ εὐπραξίας (Euripides) 3. <i>metaphorically</i> <b>to wander in mind, be distraught </b>, (Sophocles Tragicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6216		ἀλγέω	algeō	to ache	G:V	1. <b>to feel bodily pain, suffer </b>, (Iliad by Homer), etc; the suffering part in <i>accusative</i>, ἀλγ. ἧπαρ (Aeschulus Tragicus); τὸν δάκτυλον, τὰ ὄμματα (Plato Philosophus) 2. <b>to suffer hardship </b>, (Odyssey by Homer) 3. <b>to feel pain of mind, to grieve, be troubled </b> or <b>distressed </b>, ἀλγεῖν ψυχήν, φρένα (Herdotus Historicus), etc; ἀλγ. τινί <b>to be pained at </b> a thing, (Herdotus Historicus); ἐπί τινι (Sophocles Tragicus); διά τι (Herdotus Historicus); περί τι or τινος (Thucydides); with <i>genitive</i>, (Aeschulus Tragicus); with <i>accusative</i>, ἀλγῶ μὲν ἔργα (Aeschulus Tragicus); with <i>participle</i>, ἤλγης᾽ ἀκούσας (Herdotus Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6217		ἀλγηδών	algēdōn	suffering	G:N-F	1. <b>a sense of pain, pain, suffering </b>, (Herdotus Historicus), etc. 2. of mind, <b>pain, grief </b>, (Sophocles Tragicus), etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6218		ἄλγημα	algēma	pain	G:N-N	<b>pain, suffering </b>, (Sophocles Tragicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6219		ἀλγηρός	algēros	painful	G:A	painful
6220		ἄλγος	algos	pain	G:N-N	1. <b>pain </b> of body, (Iliad by Homer) 2. <b>pain </b> of mind, <b>grief, distress </b>, (Homer) 3. <b>anything that causes pain </b>, [<a href="javascript:void(0)" title="Bion Bucolicus">Refs 2nd c.BC</a>, <i>variant</i> dates Anthology Palantina (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6221		ἄλειμμα	aleimma	an anointing	G:N-N	<b>anything used for anointing, unguent, fat, oil </b>, (Plato Philosophus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6222		ἀλέω	aleō	to grind flour	G:V	<b>to grind, bruise, pound </b>, (Odyssey by Homer) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6223		ἁλιαίετος	haliaietos	an osprey	G:N-M	an osprey
6224		ἅλιμος	halimos	a salty land	G:A	a salty land; marine plant
6225		ἀλισγέω	alisgeō	to pollute	G:V	to pollute
6226		ἁλίσκομαι	haliskomai	to capture	G:V	1. <b>to be taken, conquered </b>, of persons and places, (Homer), etc; ἁλίσκεσθαι εἰς πολεμίους <b>to fall into the hands of </b> the enemy, (Plato Philosophus) 2. <b>to be caught, seized </b>, θανάτῳ ἁλῶναι or without θανάτῳ, <b>to die </b>, (Homer); ἑάλωσαν εἰς Ἀθήνας γράμματα letters <b>were seized and taken </b> to Athens, (Xenophon Historicus) 3. in good sense, <b>to be won, achieved, attained </b>, (Sophocles Tragicus), etc. 4. with <i>participle</i> <b>to be caught </b> or <b>detected </b> doing a thing, (Herdotus Historicus); ἐὰν ἁλῷς τοῦτο πράττων (Plato Philosophus); also with a <i>Substantive</i> or <i>adjective</i>, the <i>participle</i> ὤν being omitted, οὐ γὰρ δὴ φονεὺς ἁλώσομαι (Sophocles Tragicus) 5. as attic law-term, <b>to be convicted and condemned </b>, (Plato Philosophus);with <i>genitive</i> criminis, <b>to be convicted of </b>, ἁλῶναι ψευδομαρτυριῶν, etc. (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6227	a Combination of <a href='/Strongs/strongs-g2228' onclick='return ABMM("/Strongs","/strongs-g2228");'>g2228</a>	ἀλλ᾽ ἢ	all᾽ ē	but only	G:CONJ	but only; none other than
6228		ἄλλαγμα	allagma	a price	G:N-N	<b>that which is given </b> or taken in exchange: <b>the price </b> of a thing, [<i>variant</i> dates Anthology Palantina (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6229		ἀλλόγλωσσος	alloglōssos	foreign tongue	G:A	<b>using a strange tongue </b>, (Herdotus Historicus) (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
6230		ἀλλοιόω	alloioō	to change	G:V	1. <b>to make different, to change, alter </b>, (Plato Philosophus), etc. 2. Pass. with <i>future</i> <i>middle</i> ἀλλοιώσομαι and <i>passive</i> ἀλλοιωθήσομαι; <b>to become different, be changed </b>, (Thucydides) 3. <b>to be changed for the worse </b>, (Xenophon Historicus) Hence (<a href="javascript:void(0)" title="Middle Liddell, Perseus">ML</a>)
